uscd,timestamp,temp,humidity
1,2021-04-15 22:28:04,18.0,53.0
0,2021-04-15 22:29:02,18.0,52.0
1,2021-04-15 22:29:04,18.0,52.0
0,2021-04-15 22:30:02,18.0,52.0
1,2021-04-15 22:30:04,18.0,52.0
0,2021-04-15 22:31:02,18.0,53.0
1,2021-04-15 22:31:04,18.0,53.0
0,2021-04-15 22:32:02,18.0,52.0
1,2021-04-15 22:32:05,18.0,52.0
0,2021-04-15 22:33:02,18.0,52.0
1,2021-04-15 22:33:04,18.0,52.0
0,2021-04-15 22:34:02,18.0,52.0
1,2021-04-15 22:34:04,18.0,52.0
0,2021-04-15 22:35:02,18.0,53.0
1,2021-04-15 22:35:04,18.0,53.0
0,2021-04-15 22:36:02,18.0,53.0
1,2021-04-15 22:36:04,18.0,53.0
0,2021-04-15 22:37:02,18.0,53.0
1,2021-04-15 22:37:04,18.0,53.0
0,2021-04-15 22:38:02,18.0,52.0
1,2021-04-15 22:38:04,18.0,52.0
0,2021-04-15 22:39:02,18.0,53.0
1,2021-04-15 22:39:04,18.0,53.0
0,2021-04-15 22:40:02,18.0,53.0
1,2021-04-15 22:40:04,18.0,53.0
0,2021-04-15 22:41:02,18.0,53.0
1,2021-04-15 22:41:04,18.0,53.0
0,2021-04-15 22:42:02,18.0,53.0
1,2021-04-15 22:42:04,18.0,53.0
0,2021-04-15 22:43:02,18.0,54.0
1,2021-04-15 22:43:04,18.0,54.0
0,2021-04-15 22:44:02,18.0,53.0
1,2021-04-15 22:44:04,18.0,53.0
0,2021-04-15 22:45:02,18.0,54.0
1,2021-04-15 22:45:04,18.0,54.0
0,2021-04-15 22:46:02,18.0,53.0
1,2021-04-15 22:46:04,18.0,53.0
0,2021-04-15 22:47:02,18.0,53.0
1,2021-04-15 22:47:04,18.0,53.0
0,2021-04-15 22:48:02,18.0,53.0
1,2021-04-15 22:48:04,18.0,53.0
0,2021-04-15 22:49:02,18.0,54.0
1,2021-04-15 22:49:04,18.0,54.0
0,2021-04-15 22:50:02,18.0,54.0
1,2021-04-15 22:50:04,18.0,54.0
0,2021-04-15 22:51:02,18.0,53.0
1,2021-04-15 22:51:04,18.0,53.0
0,2021-04-15 22:52:02,18.0,53.0
1,2021-04-15 22:52:04,18.0,53.0
0,2021-04-15 22:53:02,18.0,54.0
1,2021-04-15 22:53:04,18.0,54.0
0,2021-04-15 22:54:02,18.0,54.0
1,2021-04-15 22:54:04,18.0,54.0
0,2021-04-15 22:55:02,18.0,58.0
1,2021-04-15 22:55:04,18.0,58.0
0,2021-04-15 22:56:02,18.0,58.0
1,2021-04-15 22:56:04,18.0,58.0
0,2021-04-15 22:57:02,18.0,58.0
1,2021-04-15 22:57:04,18.0,58.0
0,2021-04-15 22:58:02,18.0,58.0
1,2021-04-15 22:58:04,18.0,58.0
0,2021-04-15 22:59:04,19.0,59.0
1,2021-04-15 22:59:06,19.0,59.0
0,2021-04-15 23:00:02,19.0,66.0
1,2021-04-15 23:00:04,19.0,66.0
0,2021-04-15 23:01:02,19.0,59.0
1,2021-04-15 23:01:04,19.0,59.0
0,2021-04-15 23:02:02,19.0,59.0
1,2021-04-15 23:02:04,19.0,59.0
0,2021-04-15 23:03:02,19.0,60.0
1,2021-04-15 23:03:04,19.0,60.0
0,2021-04-15 23:04:02,19.0,60.0
1,2021-04-15 23:04:04,19.0,60.0
0,2021-04-15 23:05:02,19.0,60.0
1,2021-04-15 23:05:04,19.0,60.0
0,2021-04-15 23:06:02,19.0,60.0
1,2021-04-15 23:06:04,19.0,60.0
0,2021-04-15 23:07:02,19.0,60.0
1,2021-04-15 23:07:04,19.0,60.0
0,2021-04-15 23:08:02,19.0,60.0
1,2021-04-15 23:08:04,19.0,60.0
0,2021-04-15 23:09:02,19.0,60.0
1,2021-04-15 23:09:04,19.0,60.0
0,2021-04-15 23:10:02,19.0,60.0
1,2021-04-15 23:10:04,19.0,60.0
0,2021-04-15 23:11:02,19.0,60.0
1,2021-04-15 23:11:04,19.0,60.0
0,2021-04-15 23:12:02,19.0,60.0
1,2021-04-15 23:12:04,19.0,60.0
0,2021-04-15 23:13:05,19.0,61.0
1,2021-04-15 23:13:07,19.0,61.0
0,2021-04-15 23:14:02,19.0,67.0
1,2021-04-15 23:14:04,19.0,67.0
0,2021-04-15 23:15:02,19.0,61.0
1,2021-04-15 23:15:04,19.0,61.0
0,2021-04-15 23:16:02,19.0,61.0
1,2021-04-15 23:16:04,19.0,61.0
0,2021-04-15 23:17:02,19.0,61.0
1,2021-04-15 23:17:04,19.0,61.0
0,2021-04-15 23:18:02,19.0,61.0
1,2021-04-15 23:18:04,19.0,61.0
0,2021-04-15 23:19:02,19.0,61.0
1,2021-04-15 23:19:04,19.0,61.0
0,2021-04-15 23:20:02,19.0,61.0
1,2021-04-15 23:20:04,19.0,61.0
0,2021-04-15 23:21:02,19.0,61.0
1,2021-04-15 23:21:04,19.0,61.0
0,2021-04-15 23:22:02,19.0,61.0
1,2021-04-15 23:22:04,19.0,61.0
0,2021-04-15 23:23:02,19.0,61.0
1,2021-04-15 23:23:04,19.0,61.0
0,2021-04-15 23:24:02,19.0,61.0
1,2021-04-15 23:24:04,19.0,61.0
0,2021-04-15 23:25:02,19.0,61.0
1,2021-04-15 23:25:04,19.0,61.0
0,2021-04-15 23:26:02,19.0,61.0
1,2021-04-15 23:26:04,19.0,61.0
0,2021-04-15 23:27:02,19.0,61.0
1,2021-04-15 23:27:04,19.0,61.0
0,2021-04-15 23:28:02,19.0,62.0
1,2021-04-15 23:28:04,19.0,62.0
0,2021-04-15 23:29:02,19.0,62.0
1,2021-04-15 23:29:04,19.0,62.0
0,2021-04-15 23:30:02,19.0,62.0
1,2021-04-15 23:30:04,19.0,62.0
0,2021-04-15 23:31:02,19.0,62.0
1,2021-04-15 23:31:04,19.0,62.0
0,2021-04-15 23:32:02,20.0,62.0
1,2021-04-15 23:32:04,20.0,62.0
0,2021-04-15 23:33:02,19.0,62.0
1,2021-04-15 23:33:04,19.0,62.0
0,2021-04-15 23:34:02,19.0,62.0
1,2021-04-15 23:34:04,19.0,62.0
0,2021-04-15 23:35:02,19.0,62.0
1,2021-04-15 23:35:04,19.0,62.0
0,2021-04-15 23:36:02,20.0,62.0
1,2021-04-15 23:36:04,20.0,62.0
0,2021-04-15 23:37:02,20.0,62.0
1,2021-04-15 23:37:04,20.0,62.0
0,2021-04-15 23:38:02,20.0,62.0
1,2021-04-15 23:38:04,20.0,62.0
0,2021-04-15 23:39:02,20.0,62.0
1,2021-04-15 23:39:04,20.0,62.0
0,2021-04-15 23:40:02,20.0,62.0
1,2021-04-15 23:40:04,20.0,62.0
0,2021-04-15 23:41:02,20.0,62.0
1,2021-04-15 23:41:04,20.0,62.0
0,2021-04-15 23:42:02,20.0,62.0
1,2021-04-15 23:42:04,20.0,62.0
0,2021-04-15 23:43:02,20.0,62.0
1,2021-04-15 23:43:04,20.0,62.0
0,2021-04-15 23:44:02,20.0,62.0
1,2021-04-15 23:44:04,20.0,62.0
0,2021-04-15 23:45:02,20.0,62.0
1,2021-04-15 23:45:04,20.0,62.0
0,2021-04-15 23:46:02,20.0,62.0
1,2021-04-15 23:46:04,20.0,62.0
0,2021-04-15 23:47:02,20.0,62.0
1,2021-04-15 23:47:04,20.0,62.0
0,2021-04-15 23:48:02,20.0,62.0
1,2021-04-15 23:48:04,20.0,62.0
0,2021-04-15 23:49:02,20.0,62.0
1,2021-04-15 23:49:04,20.0,62.0
0,2021-04-15 23:50:02,20.0,63.0
1,2021-04-15 23:50:04,20.0,63.0
0,2021-04-15 23:51:02,20.0,63.0
1,2021-04-15 23:51:04,20.0,63.0
0,2021-04-15 23:52:02,20.0,63.0
1,2021-04-15 23:52:04,20.0,63.0
0,2021-04-15 23:53:02,20.0,63.0
1,2021-04-15 23:53:04,20.0,63.0
0,2021-04-15 23:54:02,20.0,63.0
1,2021-04-15 23:54:04,20.0,63.0
0,2021-04-15 23:55:02,20.0,63.0
1,2021-04-15 23:55:04,20.0,63.0
0,2021-04-15 23:56:02,20.0,63.0
1,2021-04-15 23:56:04,20.0,63.0
0,2021-04-15 23:57:02,20.0,63.0
1,2021-04-15 23:57:04,20.0,63.0
0,2021-04-15 23:58:02,20.0,63.0
1,2021-04-15 23:58:04,20.0,63.0
0,2021-04-15 23:59:02,20.0,63.0
1,2021-04-15 23:59:04,20.0,63.0
0,2021-04-16 00:00:02,20.0,63.0
1,2021-04-16 00:00:04,20.0,63.0
0,2021-04-16 00:01:02,20.0,63.0
1,2021-04-16 00:01:04,20.0,63.0
0,2021-04-16 00:02:02,20.0,63.0
1,2021-04-16 00:02:04,20.0,63.0
0,2021-04-16 00:03:02,20.0,63.0
1,2021-04-16 00:03:04,20.0,63.0
0,2021-04-16 00:04:02,20.0,63.0
1,2021-04-16 00:04:04,20.0,63.0
0,2021-04-16 00:05:02,20.0,63.0
1,2021-04-16 00:05:04,20.0,63.0
0,2021-04-16 00:06:02,20.0,63.0
1,2021-04-16 00:06:04,20.0,63.0
0,2021-04-16 00:07:02,20.0,63.0
1,2021-04-16 00:07:04,20.0,63.0
0,2021-04-16 00:08:02,20.0,63.0
1,2021-04-16 00:08:04,20.0,63.0
0,2021-04-16 00:09:02,20.0,63.0
1,2021-04-16 00:09:04,20.0,63.0
0,2021-04-16 00:10:02,20.0,63.0
1,2021-04-16 00:10:04,20.0,63.0
0,2021-04-16 00:11:01,20.0,64.0
1,2021-04-16 00:11:04,20.0,64.0
0,2021-04-16 00:12:02,20.0,64.0
1,2021-04-16 00:12:04,20.0,64.0
0,2021-04-16 00:13:02,20.0,64.0
1,2021-04-16 00:13:04,20.0,64.0
0,2021-04-16 00:14:02,20.0,64.0
1,2021-04-16 00:14:04,20.0,64.0
0,2021-04-16 00:15:02,20.0,64.0
1,2021-04-16 00:15:04,20.0,64.0
0,2021-04-16 00:16:02,20.0,64.0
1,2021-04-16 00:16:04,20.0,64.0
0,2021-04-16 00:17:02,20.0,64.0
1,2021-04-16 00:17:04,20.0,64.0
0,2021-04-16 00:18:02,20.0,64.0
1,2021-04-16 00:18:04,20.0,64.0
0,2021-04-16 00:19:04,20.0,64.0
1,2021-04-16 00:19:06,20.0,64.0
0,2021-04-16 00:20:02,20.0,70.0
1,2021-04-16 00:20:04,20.0,70.0
0,2021-04-16 00:21:01,20.0,64.0
1,2021-04-16 00:21:04,20.0,64.0
0,2021-04-16 00:22:02,20.0,64.0
1,2021-04-16 00:22:04,20.0,64.0
0,2021-04-16 00:23:02,20.0,64.0
1,2021-04-16 00:23:04,20.0,64.0
0,2021-04-16 00:24:02,20.0,64.0
1,2021-04-16 00:24:04,20.0,64.0
0,2021-04-16 00:25:02,20.0,64.0
1,2021-04-16 00:25:04,20.0,64.0
0,2021-04-16 00:26:02,20.0,64.0
1,2021-04-16 00:26:04,20.0,64.0
0,2021-04-16 00:27:02,20.0,64.0
1,2021-04-16 00:27:04,20.0,64.0
0,2021-04-16 00:28:07,20.0,70.0
1,2021-04-16 00:28:09,20.0,70.0
0,2021-04-16 00:29:02,20.0,70.0
1,2021-04-16 00:29:04,20.0,70.0
0,2021-04-16 00:30:02,20.0,64.0
1,2021-04-16 00:30:04,20.0,64.0
0,2021-04-16 00:31:02,20.0,64.0
1,2021-04-16 00:31:04,20.0,64.0
0,2021-04-16 00:32:02,20.0,64.0
1,2021-04-16 00:32:04,20.0,64.0
0,2021-04-16 00:33:02,20.0,64.0
1,2021-04-16 00:33:04,20.0,64.0
0,2021-04-16 00:34:02,20.0,64.0
1,2021-04-16 00:34:04,20.0,64.0
0,2021-04-16 00:35:02,20.0,64.0
1,2021-04-16 00:35:04,20.0,64.0
0,2021-04-16 00:36:02,20.0,64.0
1,2021-04-16 00:36:04,20.0,64.0
0,2021-04-16 00:37:02,20.0,64.0
1,2021-04-16 00:37:04,20.0,64.0
0,2021-04-16 00:38:02,20.0,64.0
1,2021-04-16 00:38:04,20.0,64.0
0,2021-04-16 00:39:02,20.0,64.0
1,2021-04-16 00:39:04,20.0,64.0
0,2021-04-16 00:40:02,20.0,64.0
1,2021-04-16 00:40:04,20.0,64.0
0,2021-04-16 00:41:02,20.0,64.0
1,2021-04-16 00:41:04,20.0,64.0
0,2021-04-16 00:42:02,20.0,64.0
1,2021-04-16 00:42:04,20.0,64.0
0,2021-04-16 00:43:02,20.0,64.0
1,2021-04-16 00:43:04,20.0,64.0
0,2021-04-16 00:44:02,20.0,64.0
1,2021-04-16 00:44:04,20.0,64.0
0,2021-04-16 00:45:02,20.0,64.0
1,2021-04-16 00:45:04,20.0,64.0
0,2021-04-16 00:46:02,20.0,64.0
1,2021-04-16 00:46:04,20.0,64.0
0,2021-04-16 00:47:02,20.0,64.0
1,2021-04-16 00:47:04,20.0,64.0
0,2021-04-16 00:48:02,20.0,64.0
1,2021-04-16 00:48:04,20.0,64.0
0,2021-04-16 00:49:02,20.0,64.0
1,2021-04-16 00:49:04,20.0,64.0
0,2021-04-16 00:50:02,20.0,64.0
1,2021-04-16 00:50:04,20.0,64.0
0,2021-04-16 00:51:02,20.0,64.0
1,2021-04-16 00:51:04,20.0,64.0
0,2021-04-16 00:52:02,20.0,64.0
1,2021-04-16 00:52:04,20.0,64.0
0,2021-04-16 00:53:02,20.0,64.0
1,2021-04-16 00:53:04,20.0,64.0
0,2021-04-16 00:54:02,20.0,64.0
1,2021-04-16 00:54:04,20.0,64.0
0,2021-04-16 00:55:02,20.0,64.0
1,2021-04-16 00:55:04,20.0,64.0
0,2021-04-16 00:56:02,20.0,64.0
1,2021-04-16 00:56:04,20.0,64.0
0,2021-04-16 00:57:02,20.0,65.0
1,2021-04-16 00:57:04,20.0,65.0
0,2021-04-16 00:58:02,20.0,64.0
1,2021-04-16 00:58:04,20.0,64.0
0,2021-04-16 00:59:02,20.0,64.0
1,2021-04-16 00:59:04,20.0,64.0
0,2021-04-16 01:00:02,20.0,64.0
1,2021-04-16 01:00:04,20.0,64.0
0,2021-04-16 01:01:02,20.0,65.0
1,2021-04-16 01:01:04,20.0,65.0
0,2021-04-16 01:02:02,20.0,65.0
1,2021-04-16 01:02:04,20.0,65.0
0,2021-04-16 01:03:02,20.0,65.0
1,2021-04-16 01:03:04,20.0,65.0
0,2021-04-16 01:04:02,20.0,65.0
1,2021-04-16 01:04:04,20.0,65.0
0,2021-04-16 01:05:02,20.0,65.0
1,2021-04-16 01:05:04,20.0,65.0
0,2021-04-16 01:06:02,20.0,65.0
1,2021-04-16 01:06:04,20.0,65.0
0,2021-04-16 01:07:02,20.0,65.0
1,2021-04-16 01:07:04,20.0,65.0
0,2021-04-16 01:08:02,20.0,65.0
1,2021-04-16 01:08:04,20.0,65.0
0,2021-04-16 01:09:01,20.0,65.0
1,2021-04-16 01:09:04,20.0,65.0
0,2021-04-16 01:10:02,20.0,65.0
1,2021-04-16 01:10:04,20.0,65.0
0,2021-04-16 01:11:02,20.0,65.0
1,2021-04-16 01:11:04,20.0,65.0
0,2021-04-16 01:12:02,20.0,65.0
1,2021-04-16 01:12:04,20.0,65.0
0,2021-04-16 01:13:02,20.0,65.0
1,2021-04-16 01:13:04,20.0,65.0
0,2021-04-16 01:14:02,20.0,65.0
1,2021-04-16 01:14:04,20.0,65.0
0,2021-04-16 01:15:02,20.0,65.0
